-1,-23;
-19,12;
-8,-11;
-20,-11;
-6,20;
29,-14;
-17,-45;
-4,10;
15,18;
1,4;
17,17;
-18,0;
